,Name,Symbol,Sector,Market Cap Category,Market Capital,Close Price,Total Revenue,Promoters Holding,Return on Equity,Earnings Per Share,PE Ratio,PB Ratio,Dividend Yield,Debt to Equity,5 Year CAGR,Current Ratio,EBITDA,Net Profit Margin,Net Income,Revenue Growth
1553,JHS Svendgaard Laboratories Ltd,JHS,FMCG,Small Cap,110.01,17.0,95.64,42.23,-2.06,-0.63,-27.16,0.56,0.0,3.17,-23.92,4.16,8.55,-4.23,-4.05,-11.7
1554,Archidply Industries Ltd,ARCHIDPLY,Construction and Infrastructure Materials,Small Cap,117.4,58.9,307.18,69.89,9.61,4.25,13.89,1.27,0.0,58.3,-8.83,1.44,20.32,2.75,8.45,32.77
1555,Kshitij Polyline Ltd,KSHITIJPOL,Education Services,Small Cap,110.68,22.65,39.08,56.61,2.25,0.02,269.94,6.01,0.0,93.81,0.0,1.59,3.8,1.05,0.41,61.09
1556,Indbank Merchant Banking Services Ltd,INDBANK,Finance,Small Cap,105.84,25.45,24.53,64.84,10.28,1.57,15.21,1.49,0.0,0.0,2.36,1.67,8.75,28.37,6.96,25.99
1557,Bhagyanagar India Ltd,BHAGYANGR,Electrical Components and Equipments,Small Cap,153.9,48.9,1574.41,73.92,8.4,3.46,13.89,1.12,0.0,130.33,0.33,1.64,30.96,0.7,11.08,99.88
1558,Bal Pharma Ltd,BALPHARMA,Pharmaceuticals,Small Cap,109.59,70.45,286.36,51.61,10.01,3.78,19.57,1.87,1.35,177.16,-5.73,1.11,29.12,1.96,5.6,13.78
1559,Arvee Laboratories Ltd,ARVEE,Chemicals,Small Cap,118.18,99.8,40.79,73.5,11.33,2.33,45.98,4.94,0.0,13.07,0.0,1.75,6.14,6.3,2.57,-14.95
1560,Vinny Overseas Ltd,VINNY,Textiles,Small Cap,344.28,14.1,109.3,71.87,-15.81,-0.01,-78.25,13.43,0.0,55.17,0.0,1.54,-1.61,-4.03,-4.4,-20.61
1561,Network People Services Technologies Ltd,NPST,Software and IT Services,Small Cap,250.69,389.0,19.57,67.55,10.54,2.77,164.93,11.34,0.0,0.0,0.0,2.56,3.83,7.77,1.52,27.08
1562,Pritika Auto Industries Ltd,PRITIKAUTO,Automobiles,Small Cap,142.32,16.0,279.04,48.14,10.81,0.54,9.88,1.02,0.0,60.92,0.0,1.48,37.84,5.16,14.41,22.83
1563,Reliance Chemotex Industries Ltd,RELCHEMQ,Textiles,Small Cap,128.73,168.4,368.36,67.68,16.06,24.03,7.1,1.06,1.46,105.39,0.0,0.96,48.03,4.92,18.13,41.62
1564,P.E. Analytics Ltd,PROPEQUITY,Real Estate,Small Cap,153.04,147.0,25.81,70.2,22.91,9.79,16.32,2.77,0.0,0.02,0.0,4.01,12.69,36.34,9.38,32.77
1565,Starteck Finance Ltd,STARTECK,Finance,Small Cap,137.95,131.0,28.95,71.52,6.62,10.27,13.55,0.86,0.18,57.33,0.0,0.59,12.03,35.16,10.18,-61.96
1566,Salona Cotspin Ltd,SALONA,Textiles,Small Cap,124.88,232.0,647.14,65.98,41.55,37.61,6.31,2.18,0.51,242.37,16.54,1.32,37.46,3.06,19.79,181.07
1567,Manaksia Aluminium Co Ltd,MANAKALUCO,Metals and Mining,Small Cap,135.98,20.85,436.75,72.86,6.63,1.14,18.23,1.17,0.0,108.89,14.27,1.27,28.03,1.71,7.46,58.39
1568,Palash Securities Ltd,PALASHSECU,Finance,Small Cap,108.13,107.75,61.74,71.85,-2.07,-8.55,-12.65,0.2,0.0,4.25,8.99,1.31,-12.19,-13.85,-8.55,-0.66
1569,AVG Logistics Ltd,AVG,Logistics,Small Cap,202.53,172.0,432.73,61.22,7.39,5.12,33.59,2.39,0.0,136.42,0.0,1.46,29.92,1.39,6.03,29.34
1570,United Nilgiri Tea Estates Company Ltd,UNITEDTEA,Beverages,Small Cap,135.06,273.0,81.04,49.79,6.05,20.63,13.1,0.77,1.37,0.0,-7.21,6.05,16.49,12.72,10.31,9.01
1571,Smartlink Holdings Ltd,SMARTLINK,Telecom,Small Cap,140.15,148.25,80.44,69.89,5.8,8.94,13.48,0.85,0.0,15.32,7.91,2.51,9.79,12.93,10.4,10.37
1572,Le Merite Exports Ltd,LEMERITE,Textiles,Small Cap,129.15,53.0,526.97,72.74,60.22,12.33,6.13,2.84,0.0,219.47,0.0,1.31,32.06,4.0,21.06,95.94
1573,Lexus Granito Ltd,LEXUS,Construction and Infrastructure,Small Cap,113.8,64.95,150.32,52.79,53.91,6.97,8.51,3.61,0.0,184.76,-10.87,1.0,25.84,8.89,13.37,47.78
1574,Nila Spaces Ltd,NILASPACES,Real Estate,Small Cap,110.29,2.75,9.48,61.9,-0.1,0.0,-919.07,0.93,0.0,0.0,0.0,50.43,1.07,-1.27,-0.12,-80.44
1575,Shigan Quantum Technologies Ltd,SHIGAN,Automobiles,Small Cap,141.16,73.95,242.39,73.63,29.51,6.6,14.32,2.84,0.0,44.76,0.0,1.5,17.03,4.07,9.86,152.65
1576,Remsons Industries Ltd,REMSONSIND,Automobiles,Small Cap,126.72,218.6,287.93,75.0,16.68,9.38,23.64,3.67,0.45,234.52,20.72,1.1,21.7,1.86,5.36,24.18
1577,Poddar Housing and Development Ltd,PODDARHOUS,Real Estate,Small Cap,60.21,99.95,65.54,61.02,-10.73,-30.69,-3.11,0.35,0.0,214.53,-39.3,2.76,-6.64,-29.57,-19.38,10.77
1578,Generic Engineering Construction and Projects Ltd,GENCON,Construction and Infrastructure,Small Cap,270.75,66.1,262.56,54.5,7.37,3.31,19.44,1.37,0.08,26.31,0.0,1.73,33.33,5.31,13.93,99.04
1579,Naga Dhunseri Group Ltd,NDGL,Finance,Small Cap,129.85,1347.35,75.42,73.58,12.9,730.3,1.78,0.2,0.19,0.0,-1.82,1.91,73.7,96.83,73.03,23.72
1580,Lasa Supergenerics Ltd,LASA,Pharmaceuticals,Small Cap,122.25,24.3,137.19,43.78,-3.49,-1.32,-22.81,0.82,0.83,13.57,-26.85,1.65,7.86,-3.91,-5.36,-32.23
1581,Niraj Cement Structurals Ltd,NIRAJ,Construction and Infrastructure,Small Cap,112.64,28.4,360.53,24.26,1.37,0.57,46.16,0.63,0.0,7.5,0.0,2.04,4.77,0.68,2.44,102.05
1582,Indian Card Clothing Company Ltd,INDIANCARD,Textiles,Small Cap,127.91,218.85,292.67,67.33,110.98,321.37,0.67,0.48,11.61,7.18,5.27,17.28,227.77,65.24,190.93,409.61
1583,Umang Dairies Ltd,UMANGDAIRY,FMCG,Small Cap,127.07,57.75,208.08,74.61,-26.28,-6.48,-8.91,2.72,0.0,119.7,-9.81,1.08,-10.22,-6.85,-14.26,-16.42
1584,Coral India Finance and Housing Ltd,CORALFINAC,Real Estate,Small Cap,129.97,32.6,27.33,75.0,12.9,4.31,7.49,0.92,0.93,0.0,-4.22,19.36,22.06,63.52,17.36,36.51
1585,ILandFS Transportation Networks Ltd,ILandFSTRANS,Construction and Infrastructure,Small Cap,120.07,3.75,252.32,73.22,0.07,-29.58,-0.12,-0.01,0.0,-1.04,-44.36,0.08,-933.83,-385.6,-972.95,-67.91
1586,Shreeram Proteins Ltd,SRPL,Agriculture,Small Cap,116.1,55.75,288.56,39.65,12.49,2.87,18.91,2.22,0.0,81.39,0.0,2.06,13.63,2.13,6.14,89.0
1587,Pansari Developers Ltd,PANSARI,Real Estate,Small Cap,159.03,95.7,60.62,73.88,6.05,2.09,43.69,2.5,0.0,97.06,0.0,1.37,8.06,6.0,3.64,65.18
1588,Hilton Metal Forging Ltd,HILTON,Machines,Small Cap,243.39,115.75,84.19,28.07,4.0,1.33,138.29,5.42,0.0,134.32,29.77,1.37,4.22,2.09,1.76,76.5
1589,Ahlada Engineers Ltd,AHLADA,Home Furnishing,Small Cap,123.65,95.4,152.32,50.5,4.29,4.01,23.87,1.01,1.46,25.38,0.0,1.74,26.88,3.4,5.18,-4.33
1590,Alpa Laboratories Ltd,ALPA,Pharmaceuticals,Small Cap,125.51,60.0,123.05,57.29,12.29,6.7,8.9,1.03,0.0,4.81,6.79,4.82,21.45,11.46,14.1,20.7
1591,Alkali Metals Ltd,ALKALI,Chemicals,Small Cap,113.43,110.35,91.31,69.59,6.86,3.42,32.6,2.18,1.8,34.35,6.04,1.23,11.52,3.81,3.48,64.32
1592,Sundaram Multi Pap Ltd,SUNDARAM,Paper Products,Small Cap,116.1,2.4,73.07,31.05,4.22,0.08,29.62,1.22,0.0,40.73,-7.53,2.49,13.28,5.36,3.92,37.76
1593,Capital Trust Ltd,CAPTRUST,Finance,Small Cap,121.31,74.8,105.98,66.95,-8.23,-6.32,-11.73,1.01,0.0,172.54,-30.17,2.77,-13.67,-9.76,-10.34,-7.51
1594,Parin Furniture Ltd,PARIN,Home Furnishing,Small Cap,122.85,110.5,77.78,73.02,8.17,3.71,29.75,2.33,0.0,73.54,0.0,2.17,11.49,5.31,4.13,-7.91
1595,IVP Ltd,IVP,Chemicals,Small Cap,129.44,127.65,560.0,71.32,21.06,17.07,7.34,1.41,1.2,170.7,-9.32,1.05,38.41,3.15,17.63,91.7
1596,Baheti Recycling Industries Ltd,BAHETI,Metals and Mining,Small Cap,96.43,95.5,249.26,99.98,21.23,4.21,33.02,5.77,0.0,303.89,0.0,1.27,8.3,1.17,2.92,95.04
1597,Sundaram Brake Linings Ltd,SUNDRMBRAK,Automobiles,Small Cap,117.64,302.5,302.73,65.54,0.09,0.2,1470.55,1.3,0.0,45.95,-12.11,1.28,8.73,0.03,0.08,27.13
1598,SAL Steel Ltd,SALSTEEL,Metals and Mining,Small Cap,143.17,17.2,534.53,50.56,36.09,1.36,12.4,3.78,0.0,328.09,15.69,0.58,25.6,2.16,11.55,65.56
1599,Shah Alloys Ltd,SHAHALLOYS,Metals and Mining,Small Cap,100.27,51.9,886.15,53.75,3.0,41.47,1.22,3.66,0.0,426.64,10.57,0.57,122.86,9.27,82.11,63.25
1600,BLB Ltd,BLBLIMITED,Finance,Small Cap,128.46,24.25,355.26,70.45,11.36,1.78,13.64,1.47,0.0,4.56,33.12,7.29,11.59,2.65,9.42,-33.9
1601,Spectrum Electrical Industries Ltd,SPECTRUM,Electrical Components and Equipments,Small Cap,470.98,323.7,252.54,71.45,9.54,5.06,61.57,5.65,0.32,94.35,0.0,1.33,26.27,3.03,7.65,64.92
1602,GTL Ltd,GTL,Telecom,Small Cap,89.66,5.6,648.01,14.29,-0.07,27.46,0.21,-0.01,0.0,-0.97,-15.24,0.02,459.15,66.65,431.87,153.15
1603,North Eastern Carrying Corporation Ltd,NECCLTD,Logistics,Small Cap,87.85,18.25,250.86,52.67,4.41,0.85,20.57,0.89,0.0,102.01,-5.64,1.77,15.46,1.7,4.27,7.79
1604,Ganges Securities Ltd,GANGESSECU,Finance,Small Cap,106.79,104.35,36.02,66.64,1.66,7.99,13.37,0.17,0.0,0.42,3.51,6.27,9.81,22.18,7.99,1.98
1605,AiroLam Ltd,AIROLAM,Construction and Infrastructure,Small Cap,107.34,72.45,170.31,52.48,12.39,4.37,16.36,1.91,0.0,89.92,0.0,1.57,15.29,3.85,6.56,25.63
1606,Atlanta Ltd,ATLANTA,Construction and Infrastructure,Small Cap,93.72,10.95,485.92,71.82,1.29,-49.38,-0.23,-0.3,0.0,-2.58,-34.97,0.29,-301.84,-82.83,-402.47,434.27
1607,Country Club Hospitality and Holidays Ltd,CCHHL,Hospitality,Small Cap,116.88,7.15,81.29,73.8,-12.11,-2.67,-2.67,0.34,0.0,70.66,-12.51,0.32,-7.02,-53.78,-43.72,52.31
1608,SPML Infra Ltd,SPMLINFRA,Construction and Infrastructure,Small Cap,114.24,26.0,981.77,36.1,-0.05,-0.04,-761.59,0.35,0.0,554.72,-24.62,1.08,35.62,-0.02,-0.15,31.5
1609,Nakoda Group of Industries Ltd,NGIL,Packaged Foods and Meats,Small Cap,61.02,56.45,59.98,67.85,11.31,1.47,35.27,3.79,0.27,141.78,0.0,1.8,4.84,2.88,1.73,94.17
1610,Secur Credentials Ltd,SECURCRED,Employment Services,Small Cap,122.37,28.65,51.74,0.0,4.82,0.06,59.4,2.8,0.84,42.02,0.0,1.61,7.74,3.98,2.06,17.59
1611,Kapston Services Ltd,KAPSTON,IT Services and Consulting,Small Cap,149.62,143.1,272.78,72.87,4.75,2.44,60.33,2.79,0.0,158.22,0.0,1.47,13.23,0.91,2.48,27.81
1612,Mukta Arts Ltd,MUKTAARTS,Media and Entertainment,Small Cap,111.68,50.0,153.23,70.67,118.1,2.76,17.93,11.61,0.0,1226.82,-7.16,0.62,40.38,4.07,6.23,74.74
1613,AKG Exim Ltd,AKG,Trading,Small Cap,95.17,30.55,186.8,61.14,8.75,0.81,49.06,4.12,0.0,54.93,0.0,1.99,3.72,1.04,1.94,78.62
1614,Golden Tobacco Ltd,GOLDENTOBC,FMCG,Small Cap,100.37,57.0,45.88,30.04,-0.04,4.34,13.15,-0.49,0.0,-0.01,0.0,0.04,12.38,16.63,7.63,-16.19
1615,Omax Autos Ltd,OMAXAUTO,Automobiles,Small Cap,109.67,50.25,313.71,55.56,7.86,10.97,4.67,0.35,0.0,46.24,-21.73,0.83,66.39,7.48,23.46,35.6
1616,Manaksia Coated Metals and Industries Ltd,MANAKCOAT,Metals and Mining,Small Cap,106.17,16.7,656.3,67.43,8.26,1.32,12.32,0.98,0.0,163.37,-0.93,1.15,43.38,1.31,8.62,46.15
1617,Damodar Industries Ltd,DAMODARIND,Textiles,Small Cap,104.15,45.2,911.36,70.63,17.3,7.88,5.67,0.9,1.12,272.75,-8.75,1.55,81.68,2.01,18.36,58.48
1618,Mahamaya Steel Industries Ltd,MAHASTEEL,Metals and Mining,Small Cap,100.09,60.85,497.51,73.41,3.53,3.13,20.51,0.72,0.0,24.39,-4.83,2.21,17.62,0.98,4.88,97.53
1619,MRO-TEK Reality Ltd,MRO-TEK,Telecom,Small Cap,106.88,56.9,123.63,55.04,260.0,42.11,1.36,1.54,0.0,102.89,20.07,0.54,89.73,63.65,78.69,279.35
1620,Gyscoal Alloys Ltd,GAL,Metals and Mining,Small Cap,89.74,2.7,34.15,39.52,0.18,-0.29,-15.91,-2.85,0.0,-2.51,-15.56,1.02,4.57,-16.52,-5.64,166.59
1621,Simbhaoli Sugars Ltd,SIMBHALS,Sugar,Small Cap,85.24,20.75,1176.79,53.33,-43.32,-5.43,-3.8,2.07,0.0,2572.13,7.06,0.31,39.93,-1.91,-22.43,-9.58
1622,AMD Industries Ltd,AMDIND,Logistics,Small Cap,94.2,50.45,210.64,66.64,6.03,4.28,11.49,0.67,1.53,61.61,3.93,1.39,29.39,3.89,8.2,67.64
1623,V-Marc India Ltd,VMARCIND,Electrical Components and Equipments,Small Cap,111.65,47.65,181.97,69.96,8.97,2.52,22.37,1.61,0.0,82.4,0.0,1.38,16.26,2.74,4.99,3.69
1624,Future Supply Chain Solutions Ltd,FSC,Logistics,Small Cap,78.11,18.05,684.47,21.95,-28.34,-159.04,-0.11,0.14,0.0,145.51,-51.36,1.72,-482.18,-101.97,-697.92,36.82
1625,Pioneer Embroideries Ltd,PIONEEREMB,Textiles,Small Cap,89.35,33.35,293.91,32.86,9.51,4.15,8.09,0.73,0.89,25.87,-1.41,1.75,26.5,3.76,11.04,29.0
1626,Cambridge Technology Enterprises Ltd,CTE,Software and IT Services,Small Cap,100.67,52.1,114.27,46.91,12.23,4.99,10.28,1.18,0.0,41.78,-7.09,2.62,18.9,8.57,9.79,-1.81
1627,Landmark Property Development Co Ltd,LPDC,Real Estate,Small Cap,85.18,6.35,1.6,64.86,-0.1,0.0,-1419.68,1.37,0.0,0.0,6.89,34.22,-0.1,-3.75,-0.06,-14.89
1628,Surya Lakshmi Cotton Mills Ltd,SURYALAXMI,Textiles,Small Cap,103.15,55.2,788.81,60.94,0.09,0.12,448.47,0.4,0.0,100.38,-7.02,1.34,56.11,0.03,0.23,57.84
1629,Kritika Wires Ltd,KRITIKA,Metals and Mining,Small Cap,79.88,8.9,246.43,72.89,6.02,0.09,19.82,1.16,5.56,30.84,0.0,2.1,10.59,1.64,4.03,77.54
1630,AMJ Land Holdings Ltd,AMJLAND,Real Estate,Small Cap,105.98,26.6,36.86,65.9,6.9,2.15,12.0,0.75,0.77,5.17,0.23,3.22,13.92,23.96,8.83,98.92
1631,Signet Industries Ltd,SIGIND,Trading,Small Cap,109.06,37.95,878.67,72.57,3.99,2.8,13.22,0.52,1.35,138.63,0.0,1.42,63.13,0.94,8.25,5.81
1632,DRS Dilip Roadlines Ltd,DRSDILIP,Logistics,Small Cap,112.21,74.5,192.98,72.12,9.31,3.07,24.24,2.16,0.0,34.34,0.0,0.95,11.48,2.4,4.63,31.65
1633,Surana Solar Ltd,SURANASOL,Renewable Energy,Small Cap,93.49,18.85,25.7,64.72,1.54,0.17,111.3,1.7,0.0,18.82,4.54,2.63,4.83,3.27,0.84,-9.35
1634,Atal Realtech Ltd,ATALREAL,Construction and Infrastructure,Small Cap,101.02,69.5,40.56,49.25,6.65,1.45,46.99,3.02,0.0,14.4,0.0,3.19,5.28,5.3,2.15,-7.1
1635,Lagnam Spintex Ltd,LAGNAM,Textiles,Small Cap,90.82,51.4,348.95,68.5,40.1,16.3,3.15,1.06,1.95,191.64,0.0,1.91,58.95,8.25,28.8,69.78
1636,Lambodhara Textiles Ltd,LAMBODHARA,Textiles,Small Cap,148.35,142.15,179.27,73.17,18.92,15.25,9.37,1.63,1.05,45.28,13.69,3.25,30.23,8.83,15.83,49.72
1637,Tarmat Ltd,TARMAT,Construction and Infrastructure,Small Cap,152.82,70.35,182.07,35.84,5.91,3.14,33.37,1.63,0.0,46.33,3.2,1.53,7.71,2.52,4.58,-7.65
1638,Prajay Engineers Syndicate Ltd,PRAENG,Construction and Infrastructure,Small Cap,82.52,12.0,95.19,32.87,-0.43,-0.35,-33.41,0.15,0.0,32.94,1.21,1.53,7.36,-2.59,-2.47,141.42
1639,Motor and General Finance Ltd,MOTOGENFIN,Real Estate,Small Cap,110.76,29.15,6.26,69.14,-3.19,-0.64,-45.02,1.45,0.0,3.8,8.37,1.83,-1.05,-39.3,-2.46,27.76
1640,Univastu India Ltd,UNIVASTU,Construction and Infrastructure,Small Cap,100.12,89.3,59.17,73.47,14.53,4.61,19.11,2.59,0.0,86.22,0.0,1.77,13.53,8.86,5.24,14.6
1641,Nandani Creation Ltd,JAIPURKURT,Textiles,Small Cap,102.68,92.85,63.35,58.64,3.28,0.51,201.33,6.5,0.0,110.64,0.0,1.89,3.56,0.81,0.51,31.4
1642,Fiberweb Ltd,FIBERWEB,Textiles,Small Cap,101.49,34.9,96.43,46.33,6.55,3.94,8.95,0.59,0.0,0.0,0.0,12.76,16.1,11.76,11.34,-11.23
1643,Suvidhaa Infoserve Ltd,SUVIDHAA,Online Services,Small Cap,80.9,3.95,45.85,38.77,-3.72,-0.14,-28.19,1.11,0.0,0.0,0.0,1.4,11.94,-6.26,-2.87,-60.88
1644,Anik Industries Ltd,ANIKINDS,Trading,Small Cap,93.67,34.6,264.6,37.81,2.56,3.61,9.34,0.24,0.0,10.56,-1.81,1.29,23.34,3.79,10.03,75.66
1645,RKEC Projects Ltd,RKEC,Construction and Infrastructure,Small Cap,138.67,58.05,213.44,73.98,5.34,2.97,19.48,1.01,0.0,102.98,0.0,1.74,27.52,3.34,7.12,1.0
1646,Tainwala Chemicals and Plastics Ltd,TAINWALCHM,Plastic Products,Small Cap,95.61,105.25,12.53,67.05,0.39,0.4,258.39,1.06,0.0,0.0,0.47,7.52,1.1,2.95,0.37,37.84
1647,Debock Industries Ltd,DIL,Agriculture,Small Cap,152.5,19.7,97.41,36.66,14.15,1.7,22.66,2.19,0.0,20.99,0.0,1.48,10.64,6.91,6.73,216.47
1648,Incredible Industries Ltd,INCREDIBLE,Metals and Mining,Small Cap,94.93,20.6,536.15,74.96,2.95,0.76,26.82,0.78,0.0,39.11,-21.45,3.13,17.18,0.66,3.54,8.46
1649,Party Cruisers Ltd,PARTYCRUS,Hospitality,Small Cap,73.08,130.5,16.02,72.86,7.31,2.38,54.95,3.87,0.0,0.95,0.0,3.31,2.31,8.3,1.33,74.7
1650,Touchwood Entertainment Ltd,TOUCHWOOD,Media and Entertainment,Small Cap,185.4,179.75,26.78,70.07,14.46,2.07,87.87,11.82,0.08,2.87,0.0,7.08,3.64,7.88,2.11,164.62
1651,Welspun Investments and Commercials Ltd,WELINV,Finance,Small Cap,97.21,264.55,4.22,74.58,1.75,6.76,39.36,0.67,0.0,0.0,8.65,20.5,3.88,58.53,2.47,208.03
1652,Grob Tea Co Ltd,GROBTEA,Beverages,Small Cap,93.88,803.65,95.13,74.92,5.43,35.88,22.51,1.2,0.25,3.98,-4.2,2.95,8.2,4.38,4.17,-14.66
1653,Ausom Enterprise Ltd,AUSOMENT,Trading,Small Cap,82.69,62.8,34.07,73.7,4.72,3.95,15.37,0.71,1.65,8.54,-3.39,4.07,6.55,15.79,5.38,-92.8
1654,B.A.G. Films and Media Ltd,BAGFILMS,Media and Entertainment,Small Cap,89.06,4.45,122.3,46.86,1.46,0.14,32.04,0.45,0.0,67.76,-5.64,1.56,21.7,2.27,2.78,18.7
1655,Sonam Clock Ltd,SONAMCLOCK,Diamond and Jewellery,Small Cap,90.97,45.45,87.93,73.67,7.36,0.85,26.76,1.89,0.0,61.84,0.0,1.3,8.76,3.87,3.4,10.3
1656,Hindprakash Industries Ltd,HPIL,Chemicals,Small Cap,93.3,88.6,104.79,74.85,7.44,2.7,33.2,2.39,1.12,23.48,0.0,4.2,4.96,2.68,2.81,14.42
1657,Izmo Ltd,IZMO,Software and IT Services,Small Cap,109.07,78.55,137.93,28.62,6.58,12.08,6.8,0.43,0.0,3.64,-5.76,1.72,29.89,11.63,16.04,-0.73
1658,Pressman Advertising Ltd,PRESSMN,IT Services and Consulting,Small Cap,151.35,63.1,16.37,43.09,10.28,1.92,33.56,3.37,1.55,0.0,2.34,11.52,5.41,27.55,4.51,-19.52
1659,Aarey Drugs and Pharmaceuticals Ltd,AAREYDRUGS,Pharmaceuticals,Small Cap,72.47,29.1,495.43,50.03,6.16,2.68,11.08,0.64,0.0,12.46,0.0,1.74,14.05,1.32,6.54,39.39
1660,Shrenik Ltd,SHRENIK,Paper Products,Small Cap,70.38,1.15,64.11,44.42,-21.66,-0.23,-4.89,1.19,0.0,334.09,0.0,1.42,4.0,-22.43,-14.38,-82.6
1661,Tokyo Plast International Ltd,TOKYOPLAST,Home Furnishing,Small Cap,88.55,93.15,79.95,63.96,-0.28,-0.17,-553.46,1.52,0.0,32.39,-3.02,2.5,4.03,-0.2,-0.16,27.09
1662,Lloyds Luxuries Ltd,LLOYDS,Healthcare,Small Cap,96.75,43.0,20.86,73.33,-1539.5,-9.9,-10.56,7.16,0.0,59.36,0.0,0.48,-4.51,-43.91,-9.16,12.39
1663,Sumit Woods Ltd,SUMIT,Real Estate,Small Cap,108.74,34.5,66.86,69.94,-1.14,-0.3,-119.49,1.43,0.0,145.0,0.0,4.31,6.67,-1.36,-0.91,33.75
1664,Steel City Securities Ltd,STEELCITY,Finance,Small Cap,92.91,63.5,66.67,65.68,13.78,9.14,6.73,0.89,3.25,0.08,0.0,1.9,18.65,20.71,13.81,20.47
1665,Digicontent Ltd,DGCONTENT,Online Services,Small Cap,90.81,15.85,332.99,64.9,3.77,3.62,4.31,16.24,0.0,1224.51,0.0,0.76,61.82,6.32,21.05,31.18
1666,Celebrity Fashions Ltd,CELEBRITY,Textiles,Small Cap,76.22,15.05,327.97,38.66,25.89,1.77,8.68,2.05,0.0,158.6,-4.45,1.11,22.07,2.68,8.78,40.37
1667,Beardsell Ltd,BEARDSELL,Construction and Infrastructure,Small Cap,83.92,22.4,188.81,53.79,6.24,0.83,29.87,1.66,0.45,55.76,-15.47,1.04,15.12,1.49,2.81,41.8
1668,Hindcon Chemicals Ltd,HINDCON,Chemicals,Small Cap,65.56,87.55,67.99,68.12,11.3,5.53,15.46,1.66,1.99,3.13,0.0,3.57,6.5,6.24,4.24,46.47
1669,Kanani Industries Ltd,KANANIIND,Diamond and Jewellery,Small Cap,73.71,7.6,291.9,61.35,3.14,0.18,40.72,1.25,0.0,41.63,-4.36,1.72,2.96,0.62,1.81,-6.59
1670,Energy Development Company Ltd,ENERGYDEV,Renewable Energy,Small Cap,86.45,18.25,45.52,58.14,7.85,1.83,9.93,0.75,0.0,118.17,-4.85,0.77,33.16,19.13,8.71,35.84
1671,Prolife Industries Ltd,PROLIFE,Chemicals,Small Cap,86.39,211.0,74.83,73.74,18.31,10.5,20.09,3.38,0.14,18.42,42.15,1.22,7.61,5.75,4.3,0.84
1672,Vivimed Labs Ltd,VIVIMEDLAB,Chemicals,Small Cap,66.75,8.05,238.56,20.96,-4.32,-8.16,-0.99,0.13,0.0,61.66,0.0,1.39,-6.79,-28.36,-67.66,-72.62
1673,Fidel Softech Ltd,FIDEL,IT Services and Consulting,Small Cap,88.0,64.0,26.86,72.72,36.2,4.51,19.3,5.91,0.0,10.89,0.0,3.64,6.71,16.98,4.56,2.52
1674,Agro Phos India Ltd,AGROPHOS,Chemicals,Small Cap,70.25,34.75,117.25,54.27,13.16,2.88,12.05,1.5,0.72,27.17,0.0,1.79,9.98,4.97,5.83,94.7
1675,Kalyani Forge Ltd,KALYANIFRG,Metals and Mining,Small Cap,88.8,244.05,247.82,58.71,3.08,8.59,28.37,0.86,1.23,25.72,-4.79,1.74,19.99,1.26,3.13,35.97
1676,Raj Oil Mills Ltd,ROML,Packaged Foods and Meats,Small Cap,121.41,38.5,118.62,75.0,-0.28,1.27,46.7,-12.98,0.0,-3.09,0.0,0.34,4.21,2.19,2.6,14.56
1677,Biofil Chemicals and Pharmaceuticals Ltd,BIOFILCHEM,Pharmaceuticals,Small Cap,74.7,45.4,22.53,46.82,4.19,0.42,108.26,4.44,0.0,2.73,23.19,6.24,1.48,3.06,0.69,-38.36
1678,Electrotherm Ltd,ELECTHERM,Metals and Mining,Small Cap,73.91,59.0,2837.85,31.04,0.04,-31.67,-1.83,-0.07,0.0,-1.93,-17.25,0.39,92.98,-1.42,-40.36,12.51
1679,Aurangabad Distillery Ltd,AURDIS,Beverages,Small Cap,110.66,134.95,102.82,74.93,20.02,10.95,12.32,2.24,0.0,69.58,35.09,1.06,19.7,8.73,8.98,46.82
1680,Patel Integrated Logistics Ltd,PATINTLOG,Logistics,Small Cap,80.93,12.55,237.15,39.53,1.94,0.58,35.65,0.69,0.45,40.92,-16.49,2.8,10.2,0.96,2.27,9.13
1681,Prakash Steelage Ltd,PRAKASHSTL,Construction and Infrastructure,Small Cap,76.13,4.3,209.72,33.3,-3.01,9.34,0.47,-1.4,0.0,-0.63,76.65,0.33,167.13,77.97,163.51,188.27
1682,Globe International Carriers Ltd,GICL,Logistics,Small Cap,80.39,40.0,108.11,74.18,5.58,0.71,56.22,3.05,0.0,76.64,33.03,1.73,4.0,1.32,1.43,34.78
1683,Dollex Agrotech Ltd,DOLLEX,Sugar,Small Cap,79.9,32.0,79.62,71.69,13.15,1.64,24.43,3.02,0.0,167.81,0.0,1.58,8.99,4.11,3.27,2.47
1684,Bhandari Hosiery Exports Ltd,BHANDARI,Apparel and Accessories,Small Cap,68.87,4.6,283.43,24.95,7.99,0.43,10.98,0.84,0.21,126.56,6.55,1.68,22.59,2.21,6.27,25.38
1685,Archies Ltd,ARCHIES,Retail,Small Cap,66.72,19.65,86.1,62.25,-2.47,-0.78,-25.46,0.64,0.0,57.21,-12.31,1.56,14.35,-3.04,-2.62,10.55
1686,Tara Chand Logistic Solutions Ltd,TARACHAND,IT Services and Consulting,Small Cap,112.78,81.05,130.35,74.71,4.24,1.74,47.38,1.97,0.0,163.58,0.0,1.42,35.88,1.83,2.38,15.86
